"","ind_pp_year","site_id","site_name","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_category","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","observed_status_conflict_flag","prcp_summer","prcp_fall","prcp_winter","prcp_spring","tmin_summer","tmin_fall","tmin_winter","tmin_spring","tmax_summer","tmax_fall","tmax_winter","tmax_spring","year","peak_onset_doy","peak_end_doy","peak_duration","discontinuous_peak"
"577","177381_390_2018",32360,"My Yard",39.844189,-86.161446,232,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",177381,390,"Fruits","Ripe fruits",2018,11,10,314,2458433,-9999,2018,11,24,328,2458447,7,"-9999",370,223,197,260,18.47,7.91,-6.31,5.24,29.03,19.09,3.66,16.71,2018,321,328,8,NA
"578","177381_390_2019",32360,"My Yard",39.844189,-86.161446,232,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",177381,390,"Fruits","Ripe fruits",2019,9,11,254,2458738,28,2019,11,6,310,2458794,-9999,"-9999",334,358,300,385,17.59,7.53,-4.68,5.11,28.58,17.14,4.11,15.93,NA,NA,NA,NA,NA
"579","177381_390_2020",32360,"My Yard",39.844189,-86.161446,232,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",177381,390,"Fruits","Ripe fruits",2020,8,5,218,2459067,7,2020,11,4,309,2459158,7,"-9999",318.17,199.15,326.17,321.04,17.67,6.98,-3.21,5.5,29.07,18.27,5.71,16.45,NA,NA,NA,NA,NA
"580","177381_501_2019",32360,"My Yard",39.844189,-86.161446,232,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",177381,501,"Flowers","Open flowers",2019,7,24,205,2458689,42,2019,9,18,261,2458745,14,"-9999",334,358,300,385,17.59,7.53,-4.68,5.11,28.58,17.14,4.11,15.93,NA,NA,NA,NA,NA
"581","177381_501_2020",32360,"My Yard",39.844189,-86.161446,232,"IN",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",177381,501,"Flowers","Open flowers",2020,6,24,176,2459025,7,2020,9,9,253,2459102,14,"-9999",318.17,199.15,326.17,321.04,17.67,6.98,-3.21,5.5,29.07,18.27,5.71,16.45,NA,NA,NA,NA,NA
"582","177575_390_2018",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177575,390,"Fruits","Ripe fruits",2018,11,11,315,2458434,-9999,2018,12,22,356,2458475,-9999,"-9999",511,254,219,396,21.26,12.7,0.58,9.41,30.45,22.37,11.37,19.63,2018,356,356,1,NA
"583","177575_390_2019",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177575,390,"Fruits","Ripe fruits",2019,1,12,12,2458496,-9999,2019,1,12,12,2458496,21,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,12,295,284,1
"584","177575_501_2019",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177575,501,"Flowers","Open flowers",2019,6,27,178,2458662,18,2019,6,27,178,2458662,22,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,178,178,1,NA
"585","177576_390_2018",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177576,390,"Fruits","Ripe fruits",2018,11,11,315,2458434,-9999,2018,12,22,356,2458475,-9999,"-9999",511,254,219,396,21.26,12.7,0.58,9.41,30.45,22.37,11.37,19.63,2018,315,356,42,NA
"586","177576_390_2019",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177576,390,"Fruits","Ripe fruits",2019,1,12,12,2458496,-9999,2019,1,12,12,2458496,21,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,12,12,1,NA
"587","177576_501_2019",32374,"Mirror Lake-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177576,501,"Flowers","Open flowers",2019,6,27,178,2458662,18,2019,6,27,178,2458662,22,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,178,178,1,NA
"588","177578_390_2018",32375,"VA Natives GArden-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177578,390,"Fruits","Ripe fruits",2018,11,11,315,2458434,-9999,2018,12,22,356,2458475,-9999,"-9999",511,254,219,396,21.26,12.7,0.58,9.41,30.45,22.37,11.37,19.63,2018,336,336,1,NA
"589","177578_390_2019",32375,"VA Natives GArden-NBG",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177578,390,"Fruits","Ripe fruits",2019,1,12,12,2458496,-9999,2019,1,12,12,2458496,21,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,274,274,1,NA
"590","177857_390_2018",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177857,390,"Fruits","Ripe fruits",2018,10,21,294,2458413,-9999,2018,12,8,342,2458461,-9999,"-9999",516.88,229.03,194.98,358.16,21.28,12.56,0.52,9.43,30.46,22.47,11.47,19.62,2018,294,342,49,NA
"591","177857_390_2019",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177857,390,"Fruits","Ripe fruits",2019,1,19,19,2458503,-9999,2019,1,19,19,2458503,21,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,2019,19,19,1,NA
"592","177857_501_2019",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177857,501,"Flowers","Open flowers",2019,6,15,166,2458650,21,2019,6,15,166,2458650,22,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,NA,NA,NA,NA,NA
"593","177858_390_2018",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177858,390,"Fruits","Ripe fruits",2018,10,21,294,2458413,-9999,2018,12,8,342,2458461,-9999,"-9999",516.88,229.03,194.98,358.16,21.28,12.56,0.52,9.43,30.46,22.47,11.47,19.62,2018,321,342,22,NA
"594","177858_390_2019",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177858,390,"Fruits","Ripe fruits",2019,1,19,19,2458503,-9999,2019,1,19,19,2458503,21,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,2019,19,299,281,1
"595","177858_501_2019",32392,"Mirror Lake",36.901581,-76.200203,8,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177858,501,"Flowers","Open flowers",2019,6,15,166,2458650,21,2019,6,15,166,2458650,22,"-9999",432,337,372,265,20.92,13.57,2.21,10.8,30.84,22.66,12.15,21.65,NA,NA,NA,NA,NA
"596","177860_390_2018",32393,"VA Natives Garden",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177860,390,"Fruits","Ripe fruits",2018,10,21,294,2458413,-9999,2018,12,8,342,2458461,-9999,"-9999",511,254,219,396,21.26,12.7,0.58,9.41,30.45,22.37,11.37,19.63,2018,294,294,1,NA
"597","177860_390_2019",32393,"VA Natives Garden",36.906773,-76.208481,2,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",177860,390,"Fruits","Ripe fruits",2019,1,19,19,2458503,-9999,2019,1,19,19,2458503,21,"-9999",432,336,371,262,20.91,13.55,2.19,10.78,30.84,22.63,12.11,21.64,2019,19,19,1,NA
"598","177972_390_2021",32398,"Home upland",41.20623,-86.530045,218,"IN",781,"Acer","saccharinum","silver maple","Plantae",177972,390,"Fruits","Ripe fruits",2021,4,14,104,2459319,7,2021,5,5,125,2459340,7,"-9999",420.48,167.07,136.94,248.42,17.02,5.26,-7.04,3.55,27.99,17.17,0.93,16.3,2021,104,104,1,NA
"599","177972_501_2021",32398,"Home upland",41.20623,-86.530045,218,"IN",781,"Acer","saccharinum","silver maple","Plantae",177972,501,"Flowers","Open flowers",2021,3,9,68,2459283,-9999,2021,4,7,97,2459312,7,"-9999",420.48,167.07,136.94,248.42,17.02,5.26,-7.04,3.55,27.99,17.17,0.93,16.3,2021,71,76,6,NA
"600","178132_501_2018",32369,"River",35.609299,-106.118263,1872,"NM",203,"Helianthus","annuus","common sunflower","Plantae",178132,501,"Flowers","Open flowers",2018,11,13,317,2458436,-9999,2018,11,13,317,2458436,24,"-9999",91,76,7,16,14.05,4.6,-5.78,2.85,31.91,21.58,11.02,21.62,2018,317,317,1,NA
"601","179125_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",179125,390,"Fruits","Ripe fruits",2019,1,28,28,2458512,20,2019,3,19,78,2458562,1,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,232,239,8,NA
"602","179125_390_2020",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",179125,390,"Fruits","Ripe fruits",2020,3,11,71,2458920,7,2020,3,12,72,2458921,5,"-9999",588.22,190.74,270.48,242.67,20.11,9.95,0.44,8.1,31.17,22.12,11.87,20.65,2020,72,72,1,NA
"603","179125_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",179125,501,"Flowers","Open flowers",2019,5,22,142,2458626,1,2019,5,22,142,2458626,2,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,155,155,1,NA
"604","180471_501_2019",32653,"N Cadillac",41.037216,-80.666176,320,"OH",781,"Acer","saccharinum","silver maple","Plantae",180471,501,"Flowers","Open flowers",2019,3,28,87,2458571,-9999,2019,3,28,87,2458571,-9999,"-9999",411.91,404.55,247.35,350.11,15.28,6.83,-5.49,3.04,26.96,15.5,3.33,15.31,2019,87,87,1,NA
"605","180564_501_2019",32681,"BHSU campus",44.495239,-103.870834,1111,"SD",781,"Acer","saccharinum","silver maple","Plantae",180564,501,"Flowers","Open flowers",2019,4,3,93,2458577,8,2019,4,3,93,2458577,7,"-9999",255.47,91.94,94.44,304.81,12.07,1.47,-10.93,-1.94,26.11,14.16,0.76,10.51,NA,NA,NA,NA,NA
"606","180623_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180623,390,"Fruits","Ripe fruits",2019,1,28,28,2458512,-9999,2019,3,18,77,2458561,2,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,232,239,8,NA
"607","180623_390_2020",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180623,390,"Fruits","Ripe fruits",2020,3,11,71,2458920,7,2020,3,12,72,2458921,5,"-9999",588.22,190.74,270.48,242.67,20.11,9.95,0.44,8.1,31.17,22.12,11.87,20.65,2020,71,72,2,NA
"608","180623_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180623,501,"Flowers","Open flowers",2019,6,4,155,2458639,4,2019,6,8,159,2458643,2,"OneObserver-StatusConflict",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,169,177,9,1
"609","180624_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180624,390,"Fruits","Ripe fruits",2019,1,28,28,2458512,-9999,2019,3,19,78,2458562,1,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,78,337,260,1
"610","180624_390_2020",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180624,390,"Fruits","Ripe fruits",2020,3,11,71,2458920,7,2020,3,12,72,2458921,5,"-9999",588.22,190.74,270.48,242.67,20.11,9.95,0.44,8.1,31.17,22.12,11.87,20.65,2020,71,72,2,NA
"611","180624_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",201,"Cephalanthus","occidentalis","common buttonbush","Plantae",180624,501,"Flowers","Open flowers",2019,6,11,162,2458646,3,2019,7,5,186,2458670,6,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,169,177,9,1
"612","181486_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",181486,390,"Fruits","Ripe fruits",2019,8,9,221,2458705,7,2019,8,16,228,2458712,52,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,221,221,1,NA
"613","181486_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",181486,501,"Flowers","Open flowers",2019,5,21,141,2458625,5,2019,5,21,141,2458625,1,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,186,199,14,1
"614","181487_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",181487,390,"Fruits","Ripe fruits",2019,8,2,214,2458698,2,2019,11,27,331,2458815,-9999,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,228,298,71,1
"615","181487_390_2020",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",181487,390,"Fruits","Ripe fruits",2020,3,2,62,2458911,-9999,2020,3,11,71,2458920,1,"-9999",588.22,190.74,270.48,242.67,20.11,9.95,0.44,8.1,31.17,22.12,11.87,20.65,2020,90,90,1,NA
"616","181487_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",181487,501,"Flowers","Open flowers",2019,5,31,151,2458635,2,2019,5,31,151,2458635,4,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,186,214,29,1
"617","181592_390_2019",32833,"Observ1",40.184029,-82.91748,284,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",181592,390,"Fruits","Ripe fruits",2019,7,29,210,2458694,1,2019,11,19,323,2458807,-9999,"-9999",362.19,440.58,268.54,355.65,16.99,7.63,-4.39,4.96,28.47,16.85,4.23,16.63,2019,257,315,59,1
"618","181592_501_2019",32833,"Observ1",40.184029,-82.91748,284,"OH",202,"Echinacea","purpurea","eastern purple coneflower","Plantae",181592,501,"Flowers","Open flowers",2019,6,30,181,2458665,5,2019,10,14,287,2458771,14,"OneObserver-StatusConflict",362.19,440.58,268.54,355.65,16.99,7.63,-4.39,4.96,28.47,16.85,4.23,16.63,2019,200,233,34,NA
"619","182275_501_2019",32929,"Habitat Garden",41.411491,-82.072891,211,"OH",931,"Monarda","fistulosa","wild bergamot","Plantae",182275,501,"Flowers","Open flowers",2019,5,9,129,2458613,34,2019,5,9,129,2458613,128,"MultiObserver-StatusConflict",367.03,331.77,205.42,272.31,17.39,8.15,-4.28,4.13,27.19,15.85,3.36,14.1,NA,NA,NA,NA,NA
"620","182299_390_2019",32933,"Rist-D4PollinatorGarden",39.337482,-82.084541,193,"OH",197,"Asclepias","incarnata","swamp milkweed","Plantae",182299,390,"Fruits","Ripe fruits",2019,8,8,220,2458704,7,2019,8,8,220,2458704,-9999,"-9999",330.01,450.92,425.03,317.9,16.69,7.98,-3.57,5.03,28.85,18.02,6.08,18.38,2019,220,220,1,NA
"621","182299_501_2019",32933,"Rist-D4PollinatorGarden",39.337482,-82.084541,193,"OH",197,"Asclepias","incarnata","swamp milkweed","Plantae",182299,501,"Flowers","Open flowers",2019,6,24,175,2458659,4,2019,7,11,192,2458676,7,"-9999",330.01,450.92,425.03,317.9,16.69,7.98,-3.57,5.03,28.85,18.02,6.08,18.38,2019,183,192,10,NA
"622","182301_390_2019",32933,"Rist-D4PollinatorGarden",39.337482,-82.084541,193,"OH",197,"Asclepias","incarnata","swamp milkweed","Plantae",182301,390,"Fruits","Ripe fruits",2019,8,8,220,2458704,7,2019,8,8,220,2458704,-9999,"-9999",330.01,450.92,425.03,317.9,16.69,7.98,-3.57,5.03,28.85,18.02,6.08,18.38,2019,220,220,1,NA
"623","182301_501_2019",32933,"Rist-D4PollinatorGarden",39.337482,-82.084541,193,"OH",197,"Asclepias","incarnata","swamp milkweed","Plantae",182301,501,"Flowers","Open flowers",2019,6,28,179,2458663,4,2019,8,1,213,2458697,7,"-9999",330.01,450.92,425.03,317.9,16.69,7.98,-3.57,5.03,28.85,18.02,6.08,18.38,2019,183,206,24,1
"624","182302_501_2019",32933,"Rist-D4PollinatorGarden",39.337482,-82.084541,193,"OH",197,"Asclepias","incarnata","swamp milkweed","Plantae",182302,501,"Flowers","Open flowers",2019,6,28,179,2458663,4,2019,7,2,183,2458667,9,"-9999",330.01,450.92,425.03,317.9,16.69,7.98,-3.57,5.03,28.85,18.02,6.08,18.38,2019,183,183,1,NA
"625","182505_390_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",182505,390,"Fruits","Ripe fruits",2019,7,29,210,2458694,5,2019,7,30,211,2458695,1,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,221,221,1,NA
"626","182505_501_2019",32458,"LGBG phenology trail 1",37.620075,-77.470818,54,"VA",197,"Asclepias","incarnata","swamp milkweed","Plantae",182505,501,"Flowers","Open flowers",2019,5,29,149,2458633,5,2019,5,31,151,2458635,8,"-9999",431.52,516.03,314.95,305.93,19.16,10.96,-0.62,9.05,31.13,20.96,10.29,21.98,2019,214,214,1,NA
"627","184395_501_2019",31247,"Alsea School",44.381245,-123.594604,88,"OR",781,"Acer","saccharinum","silver maple","Plantae",184395,501,"Flowers","Open flowers",2019,4,3,93,2458577,14,2019,4,19,109,2458593,5,"-9999",46,274,905,431,10.33,6.2,1.62,4.77,24.78,17.71,8.59,16.19,NA,NA,NA,NA,NA
"628","184395_501_2020",31247,"Alsea School",44.381245,-123.594604,88,"OR",781,"Acer","saccharinum","silver maple","Plantae",184395,501,"Flowers","Open flowers",2020,3,4,64,2458913,13,2020,4,16,107,2458956,-9999,"-9999",50.74,264.26,822.87,367.06,10.45,5.85,3.32,4.71,24.92,16.06,9.85,16.15,NA,NA,NA,NA,NA
"629","184395_501_2022",31247,"Alsea School",44.381245,-123.594604,88,"OR",781,"Acer","saccharinum","silver maple","Plantae",184395,501,"Flowers","Open flowers",2022,11,10,314,2459894,8,2022,11,10,314,2459894,-9999,"-9999",101.96,498.09,855.27,626.01,11.2265217391304,7.39362637362637,2.02711111111111,4.34076086956522,25.3130434782609,17.1743956043956,9.19811111111111,14.3072826086957,NA,NA,NA,NA,NA
"630","185467_390_2019",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,390,"Fruits","Ripe fruits",2019,5,11,131,2458615,4,2019,5,19,139,2458623,12,"-9999",399.74,489.24,366.47,417.28,19.37,10.18,-2.14,6.48,28.95,17.72,5.75,15.72,NA,NA,NA,NA,NA
"631","185467_390_2021",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,390,"Fruits","Ripe fruits",2021,5,8,128,2459343,4,2021,5,11,131,2459346,12,"-9999",569.27,397.45,312.81,284.27,19.64,10.19,-1.88,6.23,29.03,19.5,5.11,17.12,NA,NA,NA,NA,NA
"632","185467_390_2022",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,390,"Fruits","Ripe fruits",2022,5,13,133,2459713,12,2022,5,16,136,2459716,8,"-9999",184.02,446.02,234.16,320.2,19.7304347826087,10.7059340659341,-2.13922222222222,6.85478260869565,29.7938043478261,19.6496703296703,6.54677777777778,16.6832608695652,NA,NA,NA,NA,NA
"633","185467_501_2020",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,501,"Flowers","Open flowers",2020,2,24,55,2458904,5,2020,2,24,55,2458904,3,"-9999",388.48,248.93,328.73,273.46,20.02,9.33,-0.52,6.31,29.62,18.56,7.23,15.85,NA,NA,NA,NA,NA
"634","185467_501_2021",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,501,"Flowers","Open flowers",2021,3,11,70,2459285,4,2021,3,28,87,2459302,9,"-9999",569.27,397.45,312.81,284.27,19.64,10.19,-1.88,6.23,29.03,19.5,5.11,17.12,NA,NA,NA,NA,NA
"635","185467_501_2022",32789,"Wash Sq Park Trees",40.73082,-73.99733,5,"NY",781,"Acer","saccharinum","silver maple","Plantae",185467,501,"Flowers","Open flowers",2022,2,23,54,2459634,11,2022,3,5,64,2459644,25,"-9999",184.02,446.02,234.16,320.2,19.7304347826087,10.7059340659341,-2.13922222222222,6.85478260869565,29.7938043478261,19.6496703296703,6.54677777777778,16.6832608695652,NA,NA,NA,NA,NA
"636","188170_501_2019",33375,"Brevard College",39.828201,-98.579498,575,"KS",781,"Acer","saccharinum","silver maple","Plantae",188170,501,"Flowers","Open flowers",2019,3,19,78,2458562,-9999,2019,3,20,79,2458563,-9999,"-9999",393.55,298.35,101.69,257.26,17.06,4.25,-8.79,2.13,30.23,16.8,2.22,16.4,2019,79,79,1,NA
"637","188180_501_2019",33364,"Brevard College",35.237152,-82.725945,644,"NC",781,"Acer","saccharinum","silver maple","Plantae",188180,501,"Flowers","Open flowers",2019,3,20,79,2458563,-9999,2019,3,20,79,2458563,-9999,"-9999",549.35,643.21,854.32,555.94,16.57,9.16,-0.15,6.97,27.88,20.14,10.86,20.73,2019,79,79,1,NA
"638","188184_501_2019",33369,"Brevard college",35.237152,-82.725945,644,"NC",781,"Acer","saccharinum","silver maple","Plantae",188184,501,"Flowers","Open flowers",2019,3,20,79,2458563,-9999,2019,3,20,79,2458563,-9999,"-9999",549.35,643.21,854.32,555.94,16.57,9.16,-0.15,6.97,27.88,20.14,10.86,20.73,2019,79,79,1,NA
"639","188193_501_2019",33367,"Brevard College",35.2365,-82.729401,652,"NC",781,"Acer","saccharinum","silver maple","Plantae",188193,501,"Flowers","Open flowers",2019,3,20,79,2458563,-9999,2019,3,20,79,2458563,-9999,"-9999",549.35,643.21,854.32,555.94,16.57,9.16,-0.15,6.97,27.88,20.14,10.86,20.73,2019,79,79,1,NA
"640","188822_501_2019",33444,"Jackson Bottom Wetlands Preserve",45.501431,-122.990143,46,"OR",224,"Asclepias","speciosa","showy milkweed","Plantae",188822,501,"Flowers","Open flowers",2019,4,25,115,2458599,22,2019,4,25,115,2458599,6,"-9999",49.27,196.71,373.64,170.41,12.16,6.46,1.32,5.37,26.06,18.25,8.26,17.38,2019,115,115,1,NA
"641","188955_501_2019",33477,"Home",45.568214,-94.16539,314,"MN",781,"Acer","saccharinum","silver maple","Plantae",188955,501,"Flowers","Open flowers",2019,4,16,106,2458590,-9999,2019,4,16,106,2458590,-9999,"-9999",331.89,189.02,81.89,284.9,14.22,1.17,-15.97,-2.09,25.93,10.27,-5.77,10.1,2019,106,106,1,NA
"642","190225_501_2019",33388,"Lawton Park Trailhead",41.087704,-85.135979,229,"IN",781,"Acer","saccharinum","silver maple","Plantae",190225,501,"Flowers","Open flowers",2019,4,7,97,2458581,-9999,2019,4,7,97,2458581,28,"-9999",355.94,223.44,204.84,396,16.39,6.26,-6.46,3.19,27.65,15.6,2.09,14.15,2019,97,97,1,NA
